Destination,Country,Region,Category_Grouped,Tourists_Category,Cost_Category,Language_Group,Is_Similar_Language,Currency,Majority Religion,Best Time to Visit,Safety_Category,has_weiáwurst,has_croissants,has_sardinha,has_speck,has_haggis,has_grne_soáe,has_frankfurter_kranz,has_churros,has_choucroute,has_ksknpfle,has_heurigen,has_nioise_salad,has_moussaka,has_?evapi,has_canel,has_jam¢n_ibrico,has_horchata,has_rindsuppe,has_fischbrtchen,has_jansson's_temptation,has_sachertorte,has_fish,has_ossobuco,has_sunday_roast,has_sarma,has_apfelstrudel,has_borscht,has_labskaus,has_limoncello,has_flamenco,has_ensalada_mallorquina,has_imqaret,has_gazpacho,has_sauerkraut,has_pastizzi,has_pastel_de_nata,has_varenyky,has_fish_and_chips,has_bavarian_cuisine,has_riesling,has_rabbit_stew,has_cassoulet,has_skyr,has_ksesptzle,has_dolma,has_panisses,has_brunost,has_greek_cuisine,has_fika,has_krbiskernsuppe,has_kebab,has_croque-monsieur,has_brezn,has_baguettes,has_raclette,has_eierschecke,has_kartoffelsalat,has_ensalada_rusa,has_paella,has_pintxos,has_zwiebelrostbraten,has_sptzle,has_lamb,has_mediterranean_cuisine,has_frikadeller,has_gelato,has_fondue,has_knppchen,has_mozartkugel,has_tiroler_grstl,has_afternoon_tea,has_sobrasada,has_himmel_un_d,has_crepes,has_sm?rrebr?d,has_french_onion_soup,has_tapas,has_tartiflette,has_judd_mat_gaardebounen,has_pasta,has_socca,has_cheese,has_black_forest_cake,has_panisse,has_blini,has_espetada,has_rsti,has_bratwurst,has_bouillabaisse,has_souvlaki,has_leberkse,has_pelmeni,has_shortbread,has_bolo_de_mel,has_baklava,has_dresdner_stollen,has_espetos,has_gyros,has_currywurst,has_scotch_whisky,has_cannoli,has_belgian_fries,has_lyonnaise_salad,has_apfelwein,has_chocolate,has_reindeer,has_rote_grtze,has_pesto,has_pljeskavica,has_seafood,has_bacalhau,has_klsch,has_salo,has_bacalao_al_pil-pil,has_bredele,has_pastel_de_belm,has_blekage,has_tortilla_espa¤ola,has_kttbullar,has_sauerbraten,has_maultaschen,has_aoli,has_kaiserschmarrn,has_panettone,has_poncha,has_greek_salad,has_risotto,has_wiener_schnitzel,has_pizza,has_backhendl,has_danish_cuisine,has_francesinha,has_salzburger_nockerl,has_quiche_lorraine,has_foie_gras,has_waffles
Lake Baikal,Russia,Irkutsk Oblast,Other,Low,Medium,Slavic,No,Russian Ruble (RUB),Russian Orthodox,Summer (June-August),High,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kamchatka Peninsula,Russia,Kamchatka Krai,Other,Low,High,Slavic,No,Russian Ruble (RUB),Russian Orthodox,Summer (June-August),High,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Golden Ring,Russia,Central Russia,Other,Unknown,Medium,Slavic,No,Russian Ruble (RUB),Russian Orthodox,Spring (May-June) or Fall (Sept-Oct),High,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Trans-Siberian Railway,Russia,Russia,Other,Unknown,High,Slavic,No,Russian Ruble (RUB),Russian Orthodox,Summer (June-August),High,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
St. Basil's Cathedral,Russia,Moscow,Historic,Low,,Slavic,No,Russian Ruble (RUB),Russian Orthodox,Spring (May-June) or Fall (Sept-Oct),High,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Athens,Greece,Attica,Urban,Medium,High,Other,No,Euro,Greek Orthodox,Spring (April-May) or Fall (Sept-Oct),Medium,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Santorini,Greece,South Aegean,Other,Low,High,Other,No,Euro,Greek Orthodox,Spring (April-May) or Fall (Sept-Oct),High,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Mykonos,Greece,South Aegean,Other,Low,High,Other,No,Euro,Greek Orthodox,Spring (April-May) or Fall (Sept-Oct),High,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Crete,Greece,Crete,Other,Medium,High,Other,No,Euro,Greek Orthodox,Spring (April-May) or Fall (Sept-Oct),High,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Rhodes,Greece,South Aegean,Other,Low,High,Other,No,Euro,Greek Orthodox,Spring (April-May) or Fall (Sept-Oct),High,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Corfu,Greece,Ionian Islands,Other,Low,Medium,Other,No,Euro,Greek Orthodox,Spring (April-May) or Fall (Sept-Oct),High,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
